order_requests,city_x,date,language,mobile,avatar_id,hotel_id,stock,group,brand,parking,pool,children_policy,price
204,0,4,5,1,320,77,4,0,14,0,1,0,1440
204,0,4,5,1,320,88,0,1,2,0,0,0,1300
204,0,4,5,1,320,166,3,1,2,0,0,0,1293
204,0,4,5,1,320,169,4,0,6,0,0,0,1329
204,0,4,5,1,320,212,3,5,13,0,1,0,1446
204,0,4,5,1,320,253,5,0,14,0,1,2,1273
204,0,4,5,1,320,346,3,2,12,1,0,0,1417
204,0,4,5,1,320,430,6,5,13,0,0,0,1249
204,0,4,5,1,320,465,4,4,4,1,1,0,1363
204,0,4,5,1,320,529,3,4,4,1,0,1,1341
204,0,4,5,1,320,625,3,5,13,1,0,0,1435
204,0,4,5,1,320,685,3,4,4,0,0,1,1323
204,0,4,5,1,320,918,4,4,4,1,1,0,1375
205,3,40,9,1,618,238,111,1,8,1,0,0,1206
205,3,40,9,1,618,301,86,3,7,0,0,0,1189
205,3,40,9,1,618,305,106,4,5,1,0,0,1208
205,3,40,9,1,618,449,148,5,13,1,0,0,1290
205,3,40,9,1,618,474,109,2,15,0,0,0,1260
205,3,40,9,1,618,484,85,1,2,0,0,0,1163
205,3,40,9,1,618,509,42,3,7,0,0,0,1186
205,3,40,9,1,618,647,88,1,2,1,0,0,1147
205,3,40,9,1,618,992,44,0,6,0,0,0,1182
206,7,21,13,1,597,372,17,0,11,0,0,0,1259
206,7,21,13,1,597,426,18,1,2,0,0,0,1150
206,7,21,13,1,597,494,29,4,10,0,0,0,1224
206,7,21,13,1,597,652,24,1,2,1,0,0,1182
206,7,21,13,1,597,672,24,4,10,1,0,0,1264
206,7,21,13,1,597,703,23,5,1,1,0,0,1165
206,7,21,13,1,597,890,6,5,0,1,0,0,1137
206,7,21,13,1,597,943,38,2,12,0,0,0,1265
207,4,6,12,1,394,46,6,4,4,0,0,0,1184
207,4,6,12,1,394,321,6,0,14,0,0,0,1277
207,4,6,12,1,394,399,6,2,12,1,1,0,1298
207,4,6,12,1,394,423,6,4,4,0,0,0,1168
207,4,6,12,1,394,440,3,1,2,1,0,0,1306
207,4,6,12,1,394,489,7,0,14,0,1,0,1321
207,4,6,12,1,394,702,8,2,12,0,1,0,1269
207,4,6,12,1,394,787,2,1,2,0,0,0,1322
207,4,6,12,1,394,987,1,0,6,1,0,0,1358
208,1,5,17,0,405,122,8,0,14,0,1,1,1328
208,1,5,17,0,405,124,7,0,14,0,0,0,1284
208,1,5,17,0,405,319,9,2,3,1,0,0,1189
208,1,5,17,0,405,350,7,2,3,1,1,0,1201
208,1,5,17,0,405,385,5,0,14,0,0,0,1298
208,1,5,17,0,405,514,5,4,4,0,0,0,1165
208,1,5,17,0,405,519,4,5,13,0,0,0,1416
208,1,5,17,0,405,624,4,2,12,0,1,0,1444
208,1,5,17,0,405,655,5,0,14,0,0,1,1287
208,1,5,17,0,405,894,5,2,3,1,0,2,1171
209,7,36,13,1,474,68,86,4,5,1,0,1,1229
209,7,36,13,1,474,231,35,3,7,1,0,0,1251
209,7,36,13,1,474,278,34,3,7,0,0,0,1199
209,7,36,13,1,474,292,113,5,13,0,0,0,1255
209,7,36,13,1,474,446,32,3,7,1,0,0,1254
209,7,36,13,1,474,494,118,4,10,0,0,0,1236
209,7,36,13,1,474,703,78,5,1,1,0,0,1190
209,7,36,13,1,474,962,70,3,7,0,0,0,1217
210,4,4,13,1,264,46,4,4,4,0,0,0,1350
210,4,4,13,1,264,321,4,0,14,0,0,0,1430
210,4,4,13,1,264,399,4,2,12,1,1,0,1459
210,4,4,13,1,264,423,4,4,4,0,0,0,1322
210,4,4,13,1,264,440,2,1,2,1,0,0,1333
210,4,4,13,1,264,489,4,0,14,0,1,0,1465
210,4,4,13,1,264,702,5,2,12,0,1,0,1289
210,4,4,13,1,264,787,2,1,2,0,0,0,1328
210,4,4,13,1,264,987,0,0,6,1,0,0,1369
211,8,21,18,1,709,161,46,1,8,1,0,0,1246
211,8,21,18,1,709,187,32,0,9,1,1,0,1304
211,8,21,18,1,709,279,12,3,7,1,0,0,1225
211,8,21,18,1,709,395,10,0,6,0,0,0,1199
211,8,21,18,1,709,488,42,0,14,1,1,1,1344
211,8,21,18,1,709,811,44,1,8,1,0,0,1242
211,8,21,18,1,709,935,9,5,0,0,0,0,1146
211,8,21,18,1,709,954,28,2,15,1,0,0,1305
211,8,21,18,1,709,974,24,2,15,1,0,0,1324
212,2,17,9,1,551,75,12,1,2,0,0,0,1187
212,2,17,9,1,551,120,16,5,1,1,0,0,1206
212,2,17,9,1,551,164,16,5,1,1,0,0,1206
212,2,17,9,1,551,233,17,2,15,0,0,0,1301
212,2,17,9,1,551,252,19,4,10,1,1,0,1326
212,2,17,9,1,551,284,17,5,1,1,0,1,1197
212,2,17,9,1,551,297,26,2,3,1,1,0,1234
212,2,17,9,1,551,351,7,3,7,0,0,0,1215
212,2,17,9,1,551,370,12,5,0,0,0,0,1159
212,2,17,9,1,551,737,42,0,9,0,0,0,1243
212,2,17,9,1,551,845,29,0,14,0,0,0,1281
212,2,17,9,1,551,915,9,0,6,1,0,0,1228
212,2,17,9,1,551,939,24,4,10,1,1,0,1326
213,5,20,13,0,624,262,19,1,8,1,0,0,1264
213,5,20,13,0,624,764,10,3,7,0,0,0,1240
213,5,20,13,0,624,799,11,5,0,1,0,0,1193
213,5,20,13,0,624,871,24,5,1,0,0,0,1155
213,5,20,13,0,624,899,20,4,5,0,0,0,1229
214,3,18,13,0,608,71,32,0,14,1,1,1,1345
214,3,18,13,0,608,162,43,4,4,1,1,0,1276
214,3,18,13,0,608,222,32,4,4,1,0,0,1214
214,3,18,13,0,608,359,15,0,11,0,0,0,1292
214,3,18,13,0,608,449,24,5,13,1,0,0,1313
214,3,18,13,0,608,579,10,0,6,0,0,0,1221
214,3,18,13,0,608,731,14,1,8,1,0,0,1269
214,3,18,13,0,608,827,4,5,0,1,0,0,1343
214,3,18,13,0,608,837,37,0,14,1,1,0,1373
214,3,18,13,0,608,853,18,2,15,1,0,0,1344
214,3,18,13,0,608,866,30,0,14,1,1,0,1368
215,8,17,9,1,579,161,32,1,8,1,0,0,1293
215,8,17,9,1,579,187,22,0,9,1,1,0,1325
215,8,17,9,1,579,279,7,3,7,1,0,0,1267
215,8,17,9,1,579,395,6,0,6,0,0,0,1252
215,8,17,9,1,579,488,23,0,14,1,1,1,1364
215,8,17,9,1,579,811,32,1,8,1,0,0,1277
215,8,17,9,1,579,935,6,5,0,0,0,0,1170
215,8,17,9,1,579,954,18,2,15,1,0,0,1332
215,8,17,9,1,579,974,17,2,15,1,0,0,1345
216,6,5,4,1,294,160,2,3,7,1,0,0,1400
216,6,5,4,1,294,389,0,0,11,0,0,0,1427
216,6,5,4,1,294,491,4,4,10,0,0,0,1438
216,6,5,4,1,294,754,6,0,14,1,0,0,1351
217,7,5,26,0,223,26,4,0,9,1,0,0,1462
217,7,5,26,0,223,263,2,1,2,1,0,0,1359
217,7,5,26,0,223,456,4,5,1,1,0,0,1366
217,7,5,26,0,223,699,0,1,2,1,0,0,1388
218,2,19,6,1,553,75,14,1,2,0,0,0,1190
218,2,19,6,1,553,120,18,5,1,1,0,0,1225
218,2,19,6,1,553,164,20,5,1,1,0,0,1209
218,2,19,6,1,553,233,19,2,15,0,0,0,1349
218,2,19,6,1,553,252,26,4,10,1,1,0,1337
218,2,19,6,1,553,284,19,5,1,1,0,1,1216
218,2,19,6,1,553,297,35,2,3,1,1,0,1275
218,2,19,6,1,553,351,9,3,7,0,0,0,1247
218,2,19,6,1,553,370,13,5,0,0,0,0,1209
218,2,19,6,1,553,737,46,0,9,0,0,0,1271
218,2,19,6,1,553,845,38,0,14,0,0,0,1336
218,2,19,6,1,553,915,11,0,6,1,0,0,1257
218,2,19,6,1,553,939,31,4,10,1,1,0,1344
219,0,1,0,1,188,30,0,0,11,1,0,0,1458
219,0,1,0,1,188,77,1,0,14,0,1,0,1527
219,0,1,0,1,188,88,0,1,2,0,0,0,1345
219,0,1,0,1,188,166,1,1,2,0,0,0,1363
219,0,1,0,1,188,169,2,0,6,0,0,0,1415
219,0,1,0,1,188,212,1,5,13,0,1,0,1500
219,0,1,0,1,188,253,1,0,14,0,1,2,1508
219,0,1,0,1,188,346,1,2,12,1,0,0,1469
219,0,1,0,1,188,430,1,5,13,0,0,0,1480
219,0,1,0,1,188,465,1,4,4,1,1,0,1442
219,0,1,0,1,188,529,0,4,4,1,0,1,1386
219,0,1,0,1,188,625,1,5,13,1,0,0,1480
219,0,1,0,1,188,685,0,4,4,0,0,1,1373
219,0,1,0,1,188,918,1,4,4,1,1,0,1447
220,5,18,23,1,496,262,16,1,8,1,0,0,1304
220,5,18,23,1,496,764,8,3,7,0,0,0,1262
220,5,18,23,1,496,799,9,5,0,1,0,0,1208
220,5,18,23,1,496,871,19,5,1,0,0,0,1202
220,5,18,23,1,496,899,18,4,5,0,0,0,1260
221,1,0,22,1,144,122,0,0,14,0,1,1,1515
221,1,0,22,1,144,124,0,0,14,0,0,0,1478
221,1,0,22,1,144,319,0,2,3,1,0,0,1418
221,1,0,22,1,144,350,0,2,3,1,1,0,1452
221,1,0,22,1,144,385,0,0,14,0,0,0,1478
221,1,0,22,1,144,514,0,4,4,0,0,0,1412
221,1,0,22,1,144,519,0,5,13,0,0,0,1483
221,1,0,22,1,144,624,0,2,12,0,1,0,1490
221,1,0,22,1,144,655,0,0,14,0,0,1,1508
221,1,0,22,1,144,894,0,2,3,1,0,2,1402
222,5,37,8,1,503,683,92,2,15,0,0,0,1352
222,5,37,8,1,503,799,41,5,0,1,0,0,1232
222,5,37,8,1,503,852,38,5,0,1,0,0,1228
223,8,38,19,1,714,197,93,1,8,1,0,0,1305
223,8,38,19,1,714,288,92,4,5,1,0,0,1265
223,8,38,19,1,714,395,38,0,6,0,0,0,1278
223,8,38,19,1,714,420,75,3,7,1,0,0,1291
223,8,38,19,1,714,432,120,4,10,0,0,0,1319
223,8,38,19,1,714,479,132,0,9,1,0,0,1325
223,8,38,19,1,714,488,199,0,14,1,1,1,1399
223,8,38,19,1,714,648,78,3,7,1,0,0,1285
223,8,38,19,1,714,811,100,1,8,1,0,0,1306
223,8,38,19,1,714,957,78,3,7,0,0,0,1271
224,4,2,0,1,260,46,2,4,4,0,0,0,1404
224,4,2,0,1,260,321,2,0,14,0,0,0,1510
224,4,2,0,1,260,399,1,2,12,1,1,0,1538
224,4,2,0,1,260,423,2,4,4,0,0,0,1418
224,4,2,0,1,260,440,1,1,2,1,0,0,1414
224,4,2,0,1,260,489,2,0,14,0,1,0,1552
224,4,2,0,1,260,702,2,2,12,0,1,0,1531
224,4,2,0,1,260,787,1,1,2,0,0,0,1404
224,4,2,0,1,260,987,0,0,6,1,0,0,1467
225,2,0,2,0,45,131,0,4,10,1,1,0,1530
225,2,0,2,0,45,258,0,4,10,0,0,1,1465
225,2,0,2,0,45,265,5,4,4,0,1,0,1309
225,2,0,2,0,45,370,3,5,0,0,0,0,1362
225,2,0,2,0,45,418,0,1,8,1,0,0,1468
225,2,0,2,0,45,454,0,1,2,1,0,0,1404
225,2,0,2,0,45,609,0,2,12,1,0,0,1496
225,2,0,2,0,45,673,0,5,13,0,0,0,1493
225,2,0,2,0,45,710,0,0,11,0,0,0,1467
225,2,0,2,0,45,836,0,5,13,1,0,0,1525
225,2,0,2,0,45,915,0,0,6,1,0,0,1460
226,8,0,13,1,74,395,0,0,6,0,0,0,1427
226,8,0,13,1,74,488,0,0,14,1,1,1,1551
226,8,0,13,1,74,811,0,1,8,1,0,0,1465
227,4,4,13,0,263,46,4,4,4,0,0,0,1432
227,4,4,13,0,263,321,4,0,14,0,0,0,1533
227,4,4,13,0,263,399,4,2,12,1,1,0,1560
227,4,4,13,0,263,423,4,4,4,0,0,0,1429
227,4,4,13,0,263,440,2,1,2,1,0,0,1416
227,4,4,13,0,263,489,4,0,14,0,1,0,1539
227,4,4,13,0,263,702,5,2,12,0,1,0,1398
227,4,4,13,0,263,787,2,1,2,0,0,0,1421
227,4,4,13,0,263,987,0,0,6,1,0,0,1459
228,0,18,8,0,440,22,16,5,1,1,0,0,1285
228,0,18,8,0,440,30,19,0,11,1,0,0,1364
228,0,18,8,0,440,140,12,1,2,0,0,0,1262
228,0,18,8,0,440,169,13,0,6,0,0,0,1285
228,0,18,8,0,440,410,14,0,11,0,0,0,1350
228,0,18,8,0,440,441,25,5,13,0,0,0,1372
228,0,18,8,0,440,455,18,5,1,0,0,0,1245
228,0,18,8,0,440,529,37,4,4,1,0,1,1294
228,0,18,8,0,440,591,38,0,14,0,0,0,1384
228,0,18,8,0,440,658,18,4,5,1,0,0,1325
228,0,18,8,0,440,715,18,5,1,0,0,0,1240
229,2,6,25,0,309,131,8,4,10,1,1,0,1389
229,2,6,25,0,309,258,7,4,10,0,0,1,1328
229,2,6,25,0,309,265,11,4,4,0,1,0,1315
229,2,6,25,0,309,370,6,5,0,0,0,0,1237
229,2,6,25,0,309,418,0,1,8,1,0,0,1496
229,2,6,25,0,309,454,2,1,2,1,0,0,1433
229,2,6,25,0,309,609,4,2,12,1,0,0,1548
229,2,6,25,0,309,673,7,5,13,0,0,0,1368
229,2,6,25,0,309,710,0,0,11,0,0,0,1488
229,2,6,25,0,309,836,5,5,13,1,0,0,1401
229,2,6,25,0,309,915,0,0,6,1,0,0,1483
230,5,3,8,0,121,459,3,5,1,0,0,0,1417
230,5,3,8,0,121,470,2,3,7,0,0,0,1484
230,5,3,8,0,121,653,2,2,12,1,0,0,1527
230,5,3,8,0,121,799,0,5,0,1,0,0,1415
231,3,6,13,1,240,0,8,5,13,1,0,1,1420
231,3,6,13,1,240,17,3,0,6,0,0,0,1474
231,3,6,13,1,240,56,6,5,13,1,1,0,1432
231,3,6,13,1,240,71,7,0,14,1,1,1,1426
231,3,6,13,1,240,162,11,4,4,1,1,0,1337
231,3,6,13,1,240,323,10,2,3,1,1,0,1318
231,3,6,13,1,240,415,3,1,2,1,0,0,1450
231,3,6,13,1,240,421,4,1,2,0,0,0,1429
231,3,6,13,1,240,526,6,0,14,0,0,0,1404
231,3,6,13,1,240,540,11,4,4,1,1,0,1335
231,3,6,13,1,240,582,5,5,13,0,1,0,1401
231,3,6,13,1,240,827,0,5,0,1,0,0,1435
232,8,1,2,1,76,395,0,0,6,0,0,0,1459
232,8,1,2,1,76,488,1,0,14,1,1,1,1618
232,8,1,2,1,76,811,0,1,8,1,0,0,1502
233,6,39,23,1,421,106,104,2,15,1,0,0,1445
233,6,39,23,1,421,134,42,5,0,1,0,0,1271
233,6,39,23,1,421,209,102,3,7,1,0,0,1370
234,4,2,0,0,259,46,2,4,4,0,0,0,1459
234,4,2,0,0,259,321,2,0,14,0,0,0,1543
234,4,2,0,0,259,399,1,2,12,1,1,0,1576
234,4,2,0,0,259,423,2,4,4,0,0,0,1440
234,4,2,0,0,259,440,1,1,2,1,0,0,1452
234,4,2,0,0,259,489,2,0,14,0,1,0,1591
234,4,2,0,0,259,702,2,2,12,0,1,0,1570
234,4,2,0,0,259,787,1,1,2,0,0,0,1441
234,4,2,0,0,259,987,0,0,6,1,0,0,1507
235,2,0,10,0,297,131,0,4,10,1,1,0,1563
235,2,0,10,0,297,258,0,4,10,0,0,1,1530
235,2,0,10,0,297,265,5,4,4,0,1,0,1333
235,2,0,10,0,297,370,3,5,0,0,0,0,1419
235,2,0,10,0,297,418,0,1,8,1,0,0,1514
235,2,0,10,0,297,454,0,1,2,1,0,0,1468
235,2,0,10,0,297,609,0,2,12,1,0,0,1552
235,2,0,10,0,297,673,0,5,13,0,0,0,1558
235,2,0,10,0,297,710,0,0,11,0,0,0,1530
235,2,0,10,0,297,836,0,5,13,1,0,0,1580
235,2,0,10,0,297,915,0,0,6,1,0,0,1511
236,5,1,12,1,370,459,1,5,1,0,0,0,1456
236,5,1,12,1,370,470,1,3,7,0,0,0,1483
236,5,1,12,1,370,653,1,2,12,1,0,0,1573
236,5,1,12,1,370,799,0,5,0,1,0,0,1448
237,2,21,22,0,429,75,17,1,2,0,0,0,1320
237,2,21,22,0,429,120,20,5,1,1,0,0,1333
237,2,21,22,0,429,164,26,5,1,1,0,0,1304
237,2,21,22,0,429,233,21,2,15,0,0,0,1439
237,2,21,22,0,429,252,33,4,10,1,1,0,1432
237,2,21,22,0,429,284,21,5,1,1,0,1,1313
237,2,21,22,0,429,297,45,2,3,1,1,0,1380
237,2,21,22,0,429,351,12,3,7,0,0,0,1344
237,2,21,22,0,429,370,15,5,0,0,0,0,1297
237,2,21,22,0,429,737,52,0,9,0,0,0,1359
237,2,21,22,0,429,845,46,0,14,0,0,0,1439
237,2,21,22,0,429,915,13,0,6,1,0,0,1378
237,2,21,22,0,429,939,40,4,10,1,1,0,1447
238,5,19,13,0,623,262,18,1,8,1,0,0,1390
238,5,19,13,0,623,764,9,3,7,0,0,0,1356
238,5,19,13,0,623,799,10,5,0,1,0,0,1311
238,5,19,13,0,623,871,22,5,1,0,0,0,1316
238,5,19,13,0,623,899,19,4,5,0,0,0,1334
239,6,36,0,0,544,106,84,2,15,1,0,0,1479
239,6,36,0,0,544,134,34,5,0,1,0,0,1322
239,6,36,0,0,544,209,84,3,7,1,0,0,1371
240,6,21,13,1,415,81,28,1,8,0,0,0,1391
240,6,21,13,1,415,282,20,5,1,0,0,0,1300
241,0,16,21,0,690,22,13,5,1,1,0,0,1324
241,0,16,21,0,690,30,15,0,11,1,0,0,1423
241,0,16,21,0,690,140,8,1,2,0,0,0,1318
241,0,16,21,0,690,169,11,0,6,0,0,0,1357
241,0,16,21,0,690,410,13,0,11,0,0,0,1419
241,0,16,21,0,690,441,22,5,13,0,0,0,1416
241,0,16,21,0,690,455,16,5,1,0,0,0,1329
241,0,16,21,0,690,529,29,4,4,1,0,1,1351
241,0,16,21,0,690,591,29,0,14,0,0,0,1445
241,0,16,21,0,690,658,15,4,5,1,0,0,1372
241,0,16,21,0,690,715,15,5,1,0,0,0,1297
242,3,39,2,1,491,238,104,1,8,1,0,0,1428
242,3,39,2,1,491,301,80,3,7,0,0,0,1370
242,3,39,2,1,491,305,101,4,5,1,0,0,1398
242,3,39,2,1,491,449,141,5,13,1,0,0,1463
242,3,39,2,1,491,474,102,2,15,0,0,0,1458
242,3,39,2,1,491,484,80,1,2,0,0,0,1313
242,3,39,2,1,491,509,40,3,7,0,0,0,1385
242,3,39,2,1,491,647,81,1,2,1,0,0,1367
242,3,39,2,1,491,992,41,0,6,0,0,0,1381
243,7,6,4,1,352,26,4,0,9,1,0,0,1593
243,7,6,4,1,352,263,2,1,2,1,0,0,1520
243,7,6,4,1,352,456,4,5,1,1,0,0,1514
243,7,6,4,1,352,699,0,1,2,1,0,0,1521
244,7,39,22,1,477,68,104,4,5,1,0,1,1402
244,7,39,22,1,477,231,42,3,7,1,0,0,1425
244,7,39,22,1,477,278,40,3,7,0,0,0,1372
244,7,39,22,1,477,292,136,5,13,0,0,0,1438
244,7,39,22,1,477,446,39,3,7,1,0,0,1397
244,7,39,22,1,477,494,143,4,10,0,0,0,1432
244,7,39,22,1,477,703,100,5,1,1,0,0,1335
244,7,39,22,1,477,962,81,3,7,0,0,0,1408
245,3,3,23,0,107,0,4,5,13,1,0,1,1608
245,3,3,23,0,107,17,1,0,6,0,0,0,1527
245,3,3,23,0,107,56,2,5,13,1,1,0,1636
245,3,3,23,0,107,71,3,0,14,1,1,1,1649
245,3,3,23,0,107,162,5,4,4,1,1,0,1421
245,3,3,23,0,107,323,4,2,3,1,1,0,1566
245,3,3,23,0,107,415,1,1,2,1,0,0,1515
245,3,3,23,0,107,421,1,1,2,0,0,0,1482
245,3,3,23,0,107,526,3,0,14,0,0,0,1632
245,3,3,23,0,107,540,5,4,4,1,1,0,1402
245,3,3,23,0,107,582,2,5,13,0,1,0,1617
245,3,3,23,0,107,827,0,5,0,1,0,0,1477
246,0,3,9,1,192,30,0,0,11,1,0,0,1611
246,0,3,9,1,192,77,3,0,14,0,1,0,1635
246,0,3,9,1,192,88,0,1,2,0,0,0,1481
246,0,3,9,1,192,166,2,1,2,0,0,0,1502
246,0,3,9,1,192,169,3,0,6,0,0,0,1521
246,0,3,9,1,192,212,2,5,13,0,1,0,1657
246,0,3,9,1,192,253,3,0,14,0,1,2,1646
246,0,3,9,1,192,346,2,2,12,1,0,0,1634
246,0,3,9,1,192,430,4,5,13,0,0,0,1623
246,0,3,9,1,192,465,3,4,4,1,1,0,1572
246,0,3,9,1,192,529,2,4,4,1,0,1,1549
246,0,3,9,1,192,625,2,5,13,1,0,0,1617
246,0,3,9,1,192,685,2,4,4,0,0,1,1521
246,0,3,9,1,192,918,3,4,4,1,1,0,1585
247,4,6,1,0,393,46,6,4,4,0,0,0,1359
247,4,6,1,0,393,321,6,0,14,0,0,0,1467
247,4,6,1,0,393,399,6,2,12,1,1,0,1513
247,4,6,1,0,393,423,6,4,4,0,0,0,1385
247,4,6,1,0,393,440,3,1,2,1,0,0,1520
247,4,6,1,0,393,489,7,0,14,0,1,0,1514
247,4,6,1,0,393,702,8,2,12,0,1,0,1480
247,4,6,1,0,393,787,2,1,2,0,0,0,1496
247,4,6,1,0,393,987,1,0,6,1,0,0,1561
248,3,2,8,0,105,0,2,5,13,1,0,1,1635
248,3,2,8,0,105,17,1,0,6,0,0,0,1541
248,3,2,8,0,105,56,1,5,13,1,1,0,1657
248,3,2,8,0,105,71,2,0,14,1,1,1,1679
248,3,2,8,0,105,162,3,4,4,1,1,0,1562
248,3,2,8,0,105,323,2,2,3,1,1,0,1565
248,3,2,8,0,105,415,1,1,2,1,0,0,1539
248,3,2,8,0,105,421,1,1,2,0,0,0,1512
248,3,2,8,0,105,526,2,0,14,0,0,0,1637
248,3,2,8,0,105,540,3,4,4,1,1,0,1599
248,3,2,8,0,105,582,1,5,13,0,1,0,1634
248,3,2,8,0,105,827,0,5,0,1,0,0,1509
249,6,4,13,0,39,160,1,3,7,1,0,0,1604
249,6,4,13,0,39,389,0,0,11,0,0,0,1585
249,6,4,13,0,39,491,3,4,10,0,0,0,1604
249,6,4,13,0,39,754,4,0,14,1,0,0,1655
250,0,18,14,0,692,22,16,5,1,1,0,0,1379
250,0,18,14,0,692,30,19,0,11,1,0,0,1465
250,0,18,14,0,692,140,12,1,2,0,0,0,1371
250,0,18,14,0,692,169,13,0,6,0,0,0,1407
250,0,18,14,0,692,410,14,0,11,0,0,0,1447
250,0,18,14,0,692,441,25,5,13,0,0,0,1498
250,0,18,14,0,692,455,18,5,1,0,0,0,1371
250,0,18,14,0,692,529,37,4,4,1,0,1,1422
250,0,18,14,0,692,591,38,0,14,0,0,0,1485
250,0,18,14,0,692,658,18,4,5,1,0,0,1411
250,0,18,14,0,692,715,18,5,1,0,0,0,1377
251,5,16,22,0,494,262,13,1,8,1,0,0,1468
251,5,16,22,0,494,764,4,3,7,0,0,0,1568
251,5,16,22,0,494,799,7,5,0,1,0,0,1390
251,5,16,22,0,494,871,12,5,1,0,0,0,1377
251,5,16,22,0,494,899,16,4,5,0,0,0,1407
252,1,15,2,1,521,367,7,5,0,0,0,0,1341
252,1,15,2,1,521,720,19,2,3,0,0,2,1390
252,1,15,2,1,521,831,7,3,7,1,0,0,1431
252,1,15,2,1,521,855,17,5,13,0,0,0,1496
253,7,40,16,0,730,68,110,4,5,1,0,1,1423
253,7,40,16,0,730,231,45,3,7,1,0,0,1435
253,7,40,16,0,730,278,43,3,7,0,0,0,1425
253,7,40,16,0,730,292,148,5,13,0,0,0,1477
253,7,40,16,0,730,446,42,3,7,1,0,0,1457
253,7,40,16,0,730,494,150,4,10,0,0,0,1470
253,7,40,16,0,730,703,108,5,1,1,0,0,1378
253,7,40,16,0,730,962,86,3,7,0,0,0,1432
254,7,18,0,1,594,372,14,0,11,0,0,0,1465
254,7,18,0,1,594,426,12,1,2,0,0,0,1404
254,7,18,0,1,594,494,23,4,10,0,0,0,1471
254,7,18,0,1,594,652,18,1,2,1,0,0,1404
254,7,18,0,1,594,672,17,4,10,1,0,0,1491
254,7,18,0,1,594,703,18,5,1,1,0,0,1416
254,7,18,0,1,594,890,0,5,0,1,0,0,1531
254,7,18,0,1,594,943,29,2,12,0,0,0,1507
255,8,2,16,1,330,395,0,0,6,0,0,0,1582
255,8,2,16,1,330,488,2,0,14,1,1,1,1729
255,8,2,16,1,330,811,0,1,8,1,0,0,1634
256,5,6,8,1,128,459,6,5,1,0,0,0,1393
256,5,6,8,1,128,470,5,3,7,0,0,0,1459
256,5,6,8,1,128,653,6,2,12,1,0,0,1513
256,5,6,8,1,128,799,0,5,0,1,0,0,1535
257,7,5,23,0,97,26,4,0,9,1,0,0,1627
257,7,5,23,0,97,263,2,1,2,1,0,0,1570
257,7,5,23,0,97,456,4,5,1,1,0,0,1551
257,7,5,23,0,97,699,0,1,2,1,0,0,1568
258,6,0,13,0,31,160,0,3,7,1,0,0,1618
258,6,0,13,0,31,389,0,0,11,0,0,0,1644
258,6,0,13,0,31,491,0,4,10,0,0,0,1640
258,6,0,13,0,31,754,0,0,14,1,0,0,1714
259,1,19,6,1,651,367,12,5,0,0,0,0,1376
259,1,19,6,1,651,720,35,2,3,0,0,2,1431
259,1,19,6,1,651,831,8,3,7,1,0,0,1466
259,1,19,6,1,651,855,27,5,13,0,0,0,1539
260,6,3,9,1,164,160,1,3,7,1,0,0,1637
260,6,3,9,1,164,389,0,0,11,0,0,0,1653
260,6,3,9,1,164,491,2,4,10,0,0,0,1649
260,6,3,9,1,164,754,3,0,14,1,0,0,1707
261,1,3,14,0,401,122,4,0,14,0,1,1,1714
261,1,3,14,0,401,124,3,0,14,0,0,0,1699
261,1,3,14,0,401,319,5,2,3,1,0,0,1436
261,1,3,14,0,401,350,3,2,3,1,1,0,1639
261,1,3,14,0,401,385,3,0,14,0,0,0,1707
261,1,3,14,0,401,514,3,4,4,0,0,0,1610
261,1,3,14,0,401,519,2,5,13,0,0,0,1695
261,1,3,14,0,401,624,2,2,12,0,1,0,1698
261,1,3,14,0,401,655,3,0,14,0,0,1,1675
261,1,3,14,0,401,894,3,2,3,1,0,2,1600
262,7,20,7,0,722,372,16,0,11,0,0,0,1502
262,7,20,7,0,722,426,16,1,2,0,0,0,1444
262,7,20,7,0,722,494,27,4,10,0,0,0,1495
262,7,20,7,0,722,652,22,1,2,1,0,0,1454
262,7,20,7,0,722,672,22,4,10,1,0,0,1522
262,7,20,7,0,722,703,21,5,1,1,0,0,1453
262,7,20,7,0,722,890,4,5,0,1,0,0,1567
262,7,20,7,0,722,943,35,2,12,0,0,0,1530
263,2,37,23,0,433,7,37,3,7,0,0,0,1498
263,2,37,23,0,433,108,39,3,7,0,0,0,1468
263,2,37,23,0,433,164,86,5,1,1,0,0,1449
263,2,37,23,0,433,310,94,3,7,0,0,0,1479
263,2,37,23,0,433,370,38,5,0,0,0,0,1398
263,2,37,23,0,433,439,70,1,2,1,0,0,1446
263,2,37,23,0,433,483,36,3,7,0,0,0,1496
263,2,37,23,0,433,800,37,3,7,0,0,0,1496
263,2,37,23,0,433,915,39,0,6,1,0,0,1502
263,2,37,23,0,433,966,35,3,7,0,0,0,1477
264,7,4,13,0,221,26,3,0,9,1,0,0,1690
264,7,4,13,0,221,263,2,1,2,1,0,0,1603
264,7,4,13,0,221,456,2,5,1,1,0,0,1599
264,7,4,13,0,221,699,0,1,2,1,0,0,1607
265,8,15,9,0,577,161,27,1,8,1,0,0,1533
265,8,15,9,0,577,187,18,0,9,1,1,0,1550
265,8,15,9,0,577,279,6,3,7,1,0,0,1526
265,8,15,9,0,577,395,4,0,6,0,0,0,1643
265,8,15,9,0,577,488,16,0,14,1,1,1,1596
265,8,15,9,0,577,811,25,1,8,1,0,0,1527
265,8,15,9,0,577,935,5,5,0,0,0,0,1423
265,8,15,9,0,577,954,15,2,15,1,0,0,1605
