index,order_requests,city_x,date,language,mobile,avatar_id,hotel_id,stock,group,brand,parking,pool,children_policy
1413,174,3,38,6.0,0,490,509,37,0,0,0,0,0
1414,174,3,38,6.0,0,490,647,75,2,1,1,0,0
1415,174,3,38,6.0,0,490,827,39,3,3,1,0,0
1416,174,3,38,6.0,0,490,992,39,1,3,0,0,0
1417,175,1,15,5.0,1,647,367,7,3,3,0,0,0
1418,175,1,15,5.0,1,647,720,19,1,2,0,0,2
1419,175,1,15,5.0,1,647,831,7,0,0,1,0,0
1420,175,1,15,5.0,1,647,855,17,3,3,0,0,0
1421,176,4,15,4.0,0,759,73,15,3,3,0,0,1
1422,176,4,15,4.0,0,759,114,15,2,1,1,0,0
1423,176,4,15,4.0,0,759,191,14,3,2,1,0,0
1424,176,4,15,4.0,0,759,281,7,2,1,1,0,0
1425,176,4,15,4.0,0,759,286,11,1,2,0,0,0
1426,176,4,15,4.0,0,759,677,20,1,2,0,0,0
1427,176,4,15,4.0,0,759,843,19,1,3,0,0,0
1428,176,4,15,4.0,0,759,987,8,1,3,1,0,0
1429,177,2,1,7.0,1,174,131,1,1,3,1,1,0
1430,177,2,1,7.0,1,174,258,1,1,3,0,0,1
1431,177,2,1,7.0,1,174,265,6,1,3,0,1,0
1432,177,2,1,7.0,1,174,370,4,3,3,0,0,0
1433,177,2,1,7.0,1,174,418,0,2,1,1,0,0
1434,177,2,1,7.0,1,174,454,0,2,1,1,0,0
1435,177,2,1,7.0,1,174,609,1,1,1,1,0,0
1436,177,2,1,7.0,1,174,673,1,3,3,0,0,0
1437,177,2,1,7.0,1,174,710,0,1,2,0,0,0
1438,177,2,1,7.0,1,174,836,1,3,3,1,0,0
1439,177,2,1,7.0,1,174,915,0,1,3,1,0,0
1440,178,3,16,1.0,1,732,71,27,1,3,1,1,1
1441,178,3,16,1.0,1,732,162,32,1,3,1,1,0
1442,178,3,16,1.0,1,732,222,26,1,3,1,0,0
1443,178,3,16,1.0,1,732,359,13,1,2,0,0,0
1444,178,3,16,1.0,1,732,449,22,3,3,1,0,0
1445,178,3,16,1.0,1,732,579,7,1,3,0,0,0
1446,178,3,16,1.0,1,732,731,10,2,1,1,0,0
1447,178,3,16,1.0,1,732,827,1,3,3,1,0,0
1448,178,3,16,1.0,1,732,837,27,1,3,1,1,0
1449,178,3,16,1.0,1,732,853,16,1,1,1,0,0
1450,178,3,16,1.0,1,732,866,21,1,3,1,1,0
1451,179,6,3,6.0,0,163,160,1,0,0,1,0,0
1452,179,6,3,6.0,0,163,389,0,1,2,0,0,0
1453,179,6,3,6.0,0,163,491,2,1,3,0,0,0
1454,179,6,3,6.0,0,163,754,3,1,3,1,0,0
1455,180,4,1,6.0,0,131,46,1,1,3,0,0,0
1456,180,4,1,6.0,0,131,321,1,1,3,0,0,0
1457,180,4,1,6.0,0,131,399,1,1,1,1,1,0
1458,180,4,1,6.0,0,131,423,1,1,3,0,0,0
1459,180,4,1,6.0,0,131,440,0,2,1,1,0,0
1460,180,4,1,6.0,0,131,489,1,1,3,0,1,0
1461,180,4,1,6.0,0,131,702,1,1,1,0,1,0
1462,180,4,1,6.0,0,131,787,0,2,1,0,0,0
1463,180,4,1,6.0,0,131,987,0,1,3,1,0,0
1464,181,2,6,6.0,0,57,131,8,1,3,1,1,0
1465,181,2,6,6.0,0,57,258,7,1,3,0,0,1
1466,181,2,6,6.0,0,57,265,11,1,3,0,1,0
1467,181,2,6,6.0,0,57,370,6,3,3,0,0,0
1468,181,2,6,6.0,0,57,418,0,2,1,1,0,0
1469,181,2,6,6.0,0,57,454,2,2,1,1,0,0
1470,181,2,6,6.0,0,57,609,4,1,1,1,0,0
1471,181,2,6,6.0,0,57,673,7,3,3,0,0,0
1472,181,2,6,6.0,0,57,710,0,1,2,0,0,0
1473,181,2,6,6.0,0,57,836,5,3,3,1,0,0
1474,181,2,6,6.0,0,57,915,0,1,3,1,0,0
1475,182,7,15,6.0,1,465,372,12,1,2,0,0,0
1476,182,7,15,6.0,1,465,426,8,2,1,0,0,0
1477,182,7,15,6.0,1,465,494,18,1,3,0,0,0
1478,182,7,15,6.0,1,465,652,12,2,1,1,0,0
1479,182,7,15,6.0,1,465,672,13,1,3,1,0,0
1480,182,7,15,6.0,1,465,703,15,3,2,1,0,0
1481,182,7,15,6.0,1,465,890,0,3,3,1,0,0
1482,182,7,15,6.0,1,465,943,21,1,1,0,0,0
1483,183,2,5,6.0,0,55,131,6,1,3,1,1,0
1484,183,2,5,6.0,0,55,258,6,1,3,0,0,1
1485,183,2,5,6.0,0,55,265,10,1,3,0,1,0
1486,183,2,5,6.0,0,55,370,5,3,3,0,0,0
1487,183,2,5,6.0,0,55,418,0,2,1,1,0,0
1488,183,2,5,6.0,0,55,454,2,2,1,1,0,0
1489,183,2,5,6.0,0,55,609,4,1,1,1,0,0
1490,183,2,5,6.0,0,55,673,6,3,3,0,0,0
1491,183,2,5,6.0,0,55,710,0,1,2,0,0,0
1492,183,2,5,6.0,0,55,836,4,3,3,1,0,0
1493,183,2,5,6.0,0,55,915,0,1,3,1,0,0
1494,184,0,1,6.0,0,61,30,0,1,2,1,0,0
1495,184,0,1,6.0,0,61,77,1,1,3,0,1,0
1496,184,0,1,6.0,0,61,88,0,2,1,0,0,0
1497,184,0,1,6.0,0,61,166,1,2,1,0,0,0
1498,184,0,1,6.0,0,61,169,2,1,3,0,0,0
1499,184,0,1,6.0,0,61,212,1,3,3,0,1,0
1500,184,0,1,6.0,0,61,253,1,1,3,0,1,2
1501,184,0,1,6.0,0,61,346,1,1,1,1,0,0
1502,184,0,1,6.0,0,61,430,1,3,3,0,0,0
1503,184,0,1,6.0,0,61,465,1,1,3,1,1,0
1504,184,0,1,6.0,0,61,529,0,1,3,1,0,1
1505,184,0,1,6.0,0,61,625,1,3,3,1,0,0
1506,184,0,1,6.0,0,61,685,0,1,3,0,0,1
1507,184,0,1,6.0,0,61,918,1,1,3,1,1,0
1508,185,8,3,10.0,0,331,395,0,1,3,0,0,0
1509,185,8,3,10.0,0,331,488,3,1,3,1,1,1
1510,185,8,3,10.0,0,331,811,0,2,1,1,0,0
1511,186,3,1,4.0,1,356,0,1,3,3,1,0,1
1512,186,3,1,4.0,1,356,17,0,1,3,0,0,0
1513,186,3,1,4.0,1,356,56,1,3,3,1,1,0
1514,186,3,1,4.0,1,356,71,1,1,3,1,1,1
1515,186,3,1,4.0,1,356,162,1,1,3,1,1,0
1516,186,3,1,4.0,1,356,323,1,1,2,1,1,0
1517,186,3,1,4.0,1,356,415,0,2,1,1,0,0
1518,186,3,1,4.0,1,356,421,0,2,1,0,0,0
1519,186,3,1,4.0,1,356,526,1,1,3,0,0,0
1520,186,3,1,4.0,1,356,540,1,1,3,1,1,0
1521,186,3,1,4.0,1,356,582,1,3,3,0,1,0
1522,186,3,1,4.0,1,356,827,0,3,3,1,0,0
1523,187,3,40,6.0,1,492,238,111,2,1,1,0,0
1524,187,3,40,6.0,1,492,301,86,0,0,0,0,0
1525,187,3,40,6.0,1,492,305,106,1,2,1,0,0
1526,187,3,40,6.0,1,492,449,148,3,3,1,0,0
1527,187,3,40,6.0,1,492,474,109,1,1,0,0,0
1528,187,3,40,6.0,1,492,484,85,2,1,0,0,0
1529,187,3,40,6.0,1,492,509,42,0,0,0,0,0
1530,187,3,40,6.0,1,492,647,88,2,1,1,0,0
1531,187,3,40,6.0,1,492,992,44,1,3,0,0,0
1532,188,4,1,6.0,1,132,46,1,1,3,0,0,0
1533,188,4,1,6.0,1,132,321,1,1,3,0,0,0
1534,188,4,1,6.0,1,132,399,1,1,1,1,1,0
1535,188,4,1,6.0,1,132,423,1,1,3,0,0,0
1536,188,4,1,6.0,1,132,440,0,2,1,1,0,0
1537,188,4,1,6.0,1,132,489,1,1,3,0,1,0
1538,188,4,1,6.0,1,132,702,1,1,1,0,1,0
1539,188,4,1,6.0,1,132,787,0,2,1,0,0,0
1540,188,4,1,6.0,1,132,987,0,1,3,1,0,0
1541,189,4,5,7.0,0,265,46,5,1,3,0,0,0
1542,189,4,5,7.0,0,265,321,5,1,3,0,0,0
1543,189,4,5,7.0,0,265,399,5,1,1,1,1,0
1544,189,4,5,7.0,0,265,423,5,1,3,0,0,0
1545,189,4,5,7.0,0,265,440,2,2,1,1,0,0
1546,189,4,5,7.0,0,265,489,5,1,3,0,1,0
1547,189,4,5,7.0,0,265,702,6,1,1,0,1,0
1548,189,4,5,7.0,0,265,787,2,2,1,0,0,0
1549,189,4,5,7.0,0,265,987,1,1,3,1,0,0
1550,190,0,36,5.0,1,572,30,72,1,2,1,0,0
1551,190,0,36,5.0,1,572,83,82,3,2,0,0,0
1552,190,0,36,5.0,1,572,169,39,1,3,0,0,0
1553,190,0,36,5.0,1,572,283,68,0,0,1,0,0
1554,190,0,36,5.0,1,572,482,34,1,3,1,0,0
1555,190,0,36,5.0,1,572,507,60,2,1,0,0,0
1556,190,0,36,5.0,1,572,674,62,1,2,0,0,0
1557,190,0,36,5.0,1,572,679,85,1,1,1,0,0
1558,190,0,36,5.0,1,572,788,81,0,0,1,0,0
1559,190,0,36,5.0,1,572,867,68,0,0,1,0,0
1560,191,0,6,4.0,1,324,30,1,1,2,1,0,0
1561,191,0,6,4.0,1,324,77,6,1,3,0,1,0
1562,191,0,6,4.0,1,324,88,0,2,1,0,0,0
1563,191,0,6,4.0,1,324,166,5,2,1,0,0,0
1564,191,0,6,4.0,1,324,169,5,1,3,0,0,0
1565,191,0,6,4.0,1,324,212,4,3,3,0,1,0
1566,191,0,6,4.0,1,324,253,9,1,3,0,1,2
1567,191,0,6,4.0,1,324,346,4,1,1,1,0,0
1568,191,0,6,4.0,1,324,430,9,3,3,0,0,0
1569,191,0,6,4.0,1,324,465,6,1,3,1,1,0
1570,191,0,6,4.0,1,324,529,5,1,3,1,0,1
1571,191,0,6,4.0,1,324,625,6,3,3,1,0,0
1572,191,0,6,4.0,1,324,685,5,1,3,0,0,1
1573,191,0,6,4.0,1,324,918,7,1,3,1,1,0
1574,192,7,3,6.0,1,94,26,2,1,2,1,0,0
1575,192,7,3,6.0,1,94,263,1,2,1,1,0,0
1576,192,7,3,6.0,1,94,456,2,3,2,1,0,0
1577,192,7,3,6.0,1,94,699,0,2,1,1,0,0
1578,193,3,4,,0,361,0,5,3,3,1,0,1
1579,193,3,4,,0,361,17,2,1,3,0,0,0
1580,193,3,4,,0,361,56,4,3,3,1,1,0
1581,193,3,4,,0,361,71,4,1,3,1,1,1
1582,193,3,4,,0,361,162,7,1,3,1,1,0
1583,193,3,4,,0,361,323,6,1,2,1,1,0
1584,193,3,4,,0,361,415,2,2,1,1,0,0
1585,193,3,4,,0,361,421,2,2,1,0,0,0
1586,193,3,4,,0,361,526,4,1,3,0,0,0
1587,193,3,4,,0,361,540,7,1,3,1,1,0
1588,193,3,4,,0,361,582,3,3,3,0,1,0
1589,193,3,4,,0,361,827,0,3,3,1,0,0
1590,194,3,37,7.0,0,615,71,182,1,3,1,1,1
1591,194,3,37,7.0,0,615,238,93,2,1,1,0,0
1592,194,3,37,7.0,0,615,301,70,0,0,0,0,0
1593,194,3,37,7.0,0,615,305,91,1,2,1,0,0
1594,194,3,37,7.0,0,615,449,125,3,3,1,0,0
1595,194,3,37,7.0,0,615,474,88,1,1,0,0,0
1596,194,3,37,7.0,0,615,484,69,2,1,0,0,0
1597,194,3,37,7.0,0,615,509,34,0,0,0,0,0
1598,194,3,37,7.0,0,615,647,68,2,1,1,0,0
1599,194,3,37,7.0,0,615,827,37,3,3,1,0,0
1600,194,3,37,7.0,0,615,992,36,1,3,0,0,0
1601,195,1,21,7.0,0,653,367,14,3,3,0,0,0
1602,195,1,21,7.0,0,653,720,48,1,2,0,0,2
1603,195,1,21,7.0,0,653,831,9,0,0,1,0,0
1604,195,1,21,7.0,0,653,855,34,3,3,0,0,0
1605,196,8,37,6.0,0,461,197,86,2,1,1,0,0
1606,196,8,37,6.0,0,461,288,86,1,2,1,0,0
1607,196,8,37,6.0,0,461,395,36,1,3,0,0,0
1608,196,8,37,6.0,0,461,420,71,0,0,1,0,0
1609,196,8,37,6.0,0,461,432,110,1,3,0,0,0
1610,196,8,37,6.0,0,461,479,122,1,2,1,0,0
1611,196,8,37,6.0,0,461,488,188,1,3,1,1,1
1612,196,8,37,6.0,0,461,648,73,0,0,1,0,0
1613,196,8,37,6.0,0,461,811,96,2,1,1,0,0
1614,196,8,37,6.0,0,461,957,73,0,0,0,0,0
1615,197,0,18,5.0,0,566,22,16,3,2,1,0,0
1616,197,0,18,5.0,0,566,30,19,1,2,1,0,0
1617,197,0,18,5.0,0,566,140,12,2,1,0,0,0
1618,197,0,18,5.0,0,566,169,13,1,3,0,0,0
1619,197,0,18,5.0,0,566,410,14,1,2,0,0,0
1620,197,0,18,5.0,0,566,441,25,3,3,0,0,0
1621,197,0,18,5.0,0,566,455,18,3,2,0,0,0
1622,197,0,18,5.0,0,566,529,37,1,3,1,0,1
1623,197,0,18,5.0,0,566,591,38,1,3,0,0,0
1624,197,0,18,5.0,0,566,658,18,1,2,1,0,0
1625,197,0,18,5.0,0,566,715,18,3,2,0,0,0
1626,198,7,0,11.0,0,87,26,0,1,2,1,0,0
1627,198,7,0,11.0,0,87,263,0,2,1,1,0,0
1628,198,7,0,11.0,0,87,456,0,3,2,1,0,0
1629,198,7,0,11.0,0,87,699,0,2,1,1,0,0
1630,199,5,16,9.0,0,746,262,13,2,1,1,0,0
1631,199,5,16,9.0,0,746,764,4,0,0,0,0,0
1632,199,5,16,9.0,0,746,799,7,3,3,1,0,0
1633,199,5,16,9.0,0,746,871,12,3,2,0,0,0
1634,199,5,16,9.0,0,746,899,16,1,2,0,0,0
1635,200,2,1,9.0,0,299,131,1,1,3,1,1,0
1636,200,2,1,9.0,0,299,258,1,1,3,0,0,1
1637,200,2,1,9.0,0,299,265,6,1,3,0,1,0
1638,200,2,1,9.0,0,299,370,4,3,3,0,0,0
1639,200,2,1,9.0,0,299,418,0,2,1,1,0,0
1640,200,2,1,9.0,0,299,454,0,2,1,1,0,0
1641,200,2,1,9.0,0,299,609,1,1,1,1,0,0
1642,200,2,1,9.0,0,299,673,1,3,3,0,0,0
1643,200,2,1,9.0,0,299,710,0,1,2,0,0,0
1644,200,2,1,9.0,0,299,836,1,3,3,1,0,0
1645,200,2,1,9.0,0,299,915,0,1,3,1,0,0
1646,201,7,4,9.0,1,348,26,3,1,2,1,0,0
1647,201,7,4,9.0,1,348,263,2,2,1,1,0,0
1648,201,7,4,9.0,1,348,456,2,3,2,1,0,0
1649,201,7,4,9.0,1,348,699,0,2,1,1,0,0
1650,202,3,3,5.0,1,234,0,4,3,3,1,0,1
1651,202,3,3,5.0,1,234,17,1,1,3,0,0,0
1652,202,3,3,5.0,1,234,56,2,3,3,1,1,0
1653,202,3,3,5.0,1,234,71,3,1,3,1,1,1
1654,202,3,3,5.0,1,234,162,5,1,3,1,1,0
1655,202,3,3,5.0,1,234,323,4,1,2,1,1,0
1656,202,3,3,5.0,1,234,415,1,2,1,1,0,0
1657,202,3,3,5.0,1,234,421,1,2,1,0,0,0
1658,202,3,3,5.0,1,234,526,3,1,3,0,0,0
1659,202,3,3,5.0,1,234,540,5,1,3,1,1,0
1660,202,3,3,5.0,1,234,582,2,3,3,0,1,0
1661,202,3,3,5.0,1,234,827,0,3,3,1,0,0
1662,203,2,6,7.0,0,183,131,8,1,3,1,1,0
1663,203,2,6,7.0,0,183,258,7,1,3,0,0,1
1664,203,2,6,7.0,0,183,265,11,1,3,0,1,0
1665,203,2,6,7.0,0,183,370,6,3,3,0,0,0
1666,203,2,6,7.0,0,183,418,0,2,1,1,0,0
1667,203,2,6,7.0,0,183,454,2,2,1,1,0,0
1668,203,2,6,7.0,0,183,609,4,1,1,1,0,0
1669,203,2,6,7.0,0,183,673,7,3,3,0,0,0
1670,203,2,6,7.0,0,183,710,0,1,2,0,0,0
1671,203,2,6,7.0,0,183,836,5,3,3,1,0,0
1672,203,2,6,7.0,0,183,915,0,1,3,1,0,0
1673,204,0,4,10.0,1,320,30,0,1,2,1,0,0
1674,204,0,4,10.0,1,320,77,4,1,3,0,1,0
1675,204,0,4,10.0,1,320,88,0,2,1,0,0,0
1676,204,0,4,10.0,1,320,166,3,2,1,0,0,0
1677,204,0,4,10.0,1,320,169,4,1,3,0,0,0
1678,204,0,4,10.0,1,320,212,3,3,3,0,1,0
1679,204,0,4,10.0,1,320,253,5,1,3,0,1,2
1680,204,0,4,10.0,1,320,346,3,1,1,1,0,0
1681,204,0,4,10.0,1,320,430,6,3,3,0,0,0
1682,204,0,4,10.0,1,320,465,4,1,3,1,1,0
1683,204,0,4,10.0,1,320,529,3,1,3,1,0,1
1684,204,0,4,10.0,1,320,625,3,3,3,1,0,0
1685,204,0,4,10.0,1,320,685,3,1,3,0,0,1
1686,204,0,4,10.0,1,320,918,4,1,3,1,1,0
1687,205,3,40,7.0,1,618,238,111,2,1,1,0,0
1688,205,3,40,7.0,1,618,301,86,0,0,0,0,0
1689,205,3,40,7.0,1,618,305,106,1,2,1,0,0
1690,205,3,40,7.0,1,618,449,148,3,3,1,0,0
1691,205,3,40,7.0,1,618,474,109,1,1,0,0,0
1692,205,3,40,7.0,1,618,484,85,2,1,0,0,0
1693,205,3,40,7.0,1,618,509,42,0,0,0,0,0
1694,205,3,40,7.0,1,618,647,88,2,1,1,0,0
1695,205,3,40,7.0,1,618,992,44,1,3,0,0,0
1696,206,7,21,6.0,1,597,372,17,1,2,0,0,0
1697,206,7,21,6.0,1,597,426,18,2,1,0,0,0
1698,206,7,21,6.0,1,597,494,29,1,3,0,0,0
1699,206,7,21,6.0,1,597,652,24,2,1,1,0,0
1700,206,7,21,6.0,1,597,672,24,1,3,1,0,0
1701,206,7,21,6.0,1,597,703,23,3,2,1,0,0
1702,206,7,21,6.0,1,597,890,6,3,3,1,0,0
1703,206,7,21,6.0,1,597,943,38,1,1,0,0,0
1704,207,4,6,8.0,1,394,46,6,1,3,0,0,0
1705,207,4,6,8.0,1,394,321,6,1,3,0,0,0
1706,207,4,6,8.0,1,394,399,6,1,1,1,1,0
1707,207,4,6,8.0,1,394,423,6,1,3,0,0,0
1708,207,4,6,8.0,1,394,440,3,2,1,1,0,0
1709,207,4,6,8.0,1,394,489,7,1,3,0,1,0
1710,207,4,6,8.0,1,394,702,8,1,1,0,1,0
1711,207,4,6,8.0,1,394,787,2,2,1,0,0,0
1712,207,4,6,8.0,1,394,987,1,1,3,1,0,0
1713,208,1,5,11.0,0,405,122,8,1,3,0,1,1
1714,208,1,5,11.0,0,405,124,7,1,3,0,0,0
1715,208,1,5,11.0,0,405,319,9,1,2,1,0,0
1716,208,1,5,11.0,0,405,350,7,1,2,1,1,0
1717,208,1,5,11.0,0,405,385,5,1,3,0,0,0
1718,208,1,5,11.0,0,405,514,5,1,3,0,0,0
1719,208,1,5,11.0,0,405,519,4,3,3,0,0,0
1720,208,1,5,11.0,0,405,624,4,1,1,0,1,0
1721,208,1,5,11.0,0,405,655,5,1,3,0,0,1
1722,208,1,5,11.0,0,405,894,5,1,2,1,0,2
1723,209,7,36,6.0,1,474,68,86,1,2,1,0,1
1724,209,7,36,6.0,1,474,231,35,0,0,1,0,0
1725,209,7,36,6.0,1,474,278,34,0,0,0,0,0
1726,209,7,36,6.0,1,474,292,113,3,3,0,0,0
1727,209,7,36,6.0,1,474,446,32,0,0,1,0,0
1728,209,7,36,6.0,1,474,494,118,1,3,0,0,0
1729,209,7,36,6.0,1,474,703,78,3,2,1,0,0
1730,209,7,36,6.0,1,474,962,70,0,0,0,0,0
1731,210,4,4,6.0,1,264,46,4,1,3,0,0,0
1732,210,4,4,6.0,1,264,321,4,1,3,0,0,0
1733,210,4,4,6.0,1,264,399,4,1,1,1,1,0
1734,210,4,4,6.0,1,264,423,4,1,3,0,0,0
1735,210,4,4,6.0,1,264,440,2,2,1,1,0,0
1736,210,4,4,6.0,1,264,489,4,1,3,0,1,0
1737,210,4,4,6.0,1,264,702,5,1,1,0,1,0
1738,210,4,4,6.0,1,264,787,2,2,1,0,0,0
1739,210,4,4,6.0,1,264,987,0,1,3,1,0,0
1740,211,8,21,1.0,1,709,161,46,2,1,1,0,0
1741,211,8,21,1.0,1,709,187,32,1,2,1,1,0
1742,211,8,21,1.0,1,709,279,12,0,0,1,0,0
1743,211,8,21,1.0,1,709,395,10,1,3,0,0,0
1744,211,8,21,1.0,1,709,488,42,1,3,1,1,1
1745,211,8,21,1.0,1,709,811,44,2,1,1,0,0
1746,211,8,21,1.0,1,709,935,9,3,3,0,0,0
1747,211,8,21,1.0,1,709,954,28,1,1,1,0,0
1748,211,8,21,1.0,1,709,974,24,1,1,1,0,0
1749,212,2,17,7.0,1,551,75,12,2,1,0,0,0
1750,212,2,17,7.0,1,551,120,16,3,2,1,0,0
1751,212,2,17,7.0,1,551,164,16,3,2,1,0,0
1752,212,2,17,7.0,1,551,233,17,1,1,0,0,0
1753,212,2,17,7.0,1,551,252,19,1,3,1,1,0
1754,212,2,17,7.0,1,551,284,17,3,2,1,0,1
1755,212,2,17,7.0,1,551,297,26,1,2,1,1,0
1756,212,2,17,7.0,1,551,351,7,0,0,0,0,0
1757,212,2,17,7.0,1,551,370,12,3,3,0,0,0
1758,212,2,17,7.0,1,551,737,42,1,2,0,0,0
1759,212,2,17,7.0,1,551,845,29,1,3,0,0,0
1760,212,2,17,7.0,1,551,915,9,1,3,1,0,0
1761,212,2,17,7.0,1,551,939,24,1,3,1,1,0
1762,213,5,20,6.0,0,624,262,19,2,1,1,0,0
1763,213,5,20,6.0,0,624,764,10,0,0,0,0,0
1764,213,5,20,6.0,0,624,799,11,3,3,1,0,0
1765,213,5,20,6.0,0,624,871,24,3,2,0,0,0
1766,213,5,20,6.0,0,624,899,20,1,2,0,0,0
1767,214,3,18,6.0,0,608,71,32,1,3,1,1,1
1768,214,3,18,6.0,0,608,162,43,1,3,1,1,0
1769,214,3,18,6.0,0,608,222,32,1,3,1,0,0
1770,214,3,18,6.0,0,608,359,15,1,2,0,0,0
1771,214,3,18,6.0,0,608,449,24,3,3,1,0,0
1772,214,3,18,6.0,0,608,579,10,1,3,0,0,0
1773,214,3,18,6.0,0,608,731,14,2,1,1,0,0
1774,214,3,18,6.0,0,608,827,4,3,3,1,0,0
1775,214,3,18,6.0,0,608,837,37,1,3,1,1,0
1776,214,3,18,6.0,0,608,853,18,1,1,1,0,0
1777,214,3,18,6.0,0,608,866,30,1,3,1,1,0
1778,215,8,17,7.0,1,579,161,32,2,1,1,0,0
1779,215,8,17,7.0,1,579,187,22,1,2,1,1,0
1780,215,8,17,7.0,1,579,279,7,0,0,1,0,0
1781,215,8,17,7.0,1,579,395,6,1,3,0,0,0
1782,215,8,17,7.0,1,579,488,23,1,3,1,1,1
1783,215,8,17,7.0,1,579,811,32,2,1,1,0,0
1784,215,8,17,7.0,1,579,935,6,3,3,0,0,0
1785,215,8,17,7.0,1,579,954,18,1,1,1,0,0
1786,215,8,17,7.0,1,579,974,17,1,1,1,0,0
1787,216,6,5,8.0,1,294,160,2,0,0,1,0,0
1788,216,6,5,8.0,1,294,389,0,1,2,0,0,0
1789,216,6,5,8.0,1,294,491,4,1,3,0,0,0
1790,216,6,5,8.0,1,294,754,6,1,3,1,0,0
1791,217,7,5,7.0,0,223,26,4,1,2,1,0,0
1792,217,7,5,7.0,0,223,263,2,2,1,1,0,0
1793,217,7,5,7.0,0,223,456,4,3,2,1,0,0
1794,217,7,5,7.0,0,223,699,0,2,1,1,0,0
1795,218,2,19,7.0,1,553,75,14,2,1,0,0,0
1796,218,2,19,7.0,1,553,120,18,3,2,1,0,0
1797,218,2,19,7.0,1,553,164,20,3,2,1,0,0
1798,218,2,19,7.0,1,553,233,19,1,1,0,0,0
1799,218,2,19,7.0,1,553,252,26,1,3,1,1,0
1800,218,2,19,7.0,1,553,284,19,3,2,1,0,1
1801,218,2,19,7.0,1,553,297,35,1,2,1,1,0
1802,218,2,19,7.0,1,553,351,9,0,0,0,0,0
1803,218,2,19,7.0,1,553,370,13,3,3,0,0,0
1804,218,2,19,7.0,1,553,737,46,1,2,0,0,0
1805,218,2,19,7.0,1,553,845,38,1,3,0,0,0
1806,218,2,19,7.0,1,553,915,11,1,3,1,0,0
1807,218,2,19,7.0,1,553,939,31,1,3,1,1,0
1808,219,0,1,5.0,1,188,30,0,1,2,1,0,0
1809,219,0,1,5.0,1,188,77,1,1,3,0,1,0
1810,219,0,1,5.0,1,188,88,0,2,1,0,0,0
1811,219,0,1,5.0,1,188,166,1,2,1,0,0,0
1812,219,0,1,5.0,1,188,169,2,1,3,0,0,0
1813,219,0,1,5.0,1,188,212,1,3,3,0,1,0
1814,219,0,1,5.0,1,188,253,1,1,3,0,1,2
1815,219,0,1,5.0,1,188,346,1,1,1,1,0,0
1816,219,0,1,5.0,1,188,430,1,3,3,0,0,0
1817,219,0,1,5.0,1,188,465,1,1,3,1,1,0
1818,219,0,1,5.0,1,188,529,0,1,3,1,0,1
1819,219,0,1,5.0,1,188,625,1,3,3,1,0,0
1820,219,0,1,5.0,1,188,685,0,1,3,0,0,1
1821,219,0,1,5.0,1,188,918,1,1,3,1,1,0
1822,220,5,18,6.0,1,496,262,16,2,1,1,0,0
1823,220,5,18,6.0,1,496,764,8,0,0,0,0,0
1824,220,5,18,6.0,1,496,799,9,3,3,1,0,0
1825,220,5,18,6.0,1,496,871,19,3,2,0,0,0
1826,220,5,18,6.0,1,496,899,18,1,2,0,0,0
1827,221,1,0,6.0,1,144,122,0,1,3,0,1,1
1828,221,1,0,6.0,1,144,124,0,1,3,0,0,0
1829,221,1,0,6.0,1,144,319,0,1,2,1,0,0
1830,221,1,0,6.0,1,144,350,0,1,2,1,1,0
1831,221,1,0,6.0,1,144,385,0,1,3,0,0,0
1832,221,1,0,6.0,1,144,514,0,1,3,0,0,0
1833,221,1,0,6.0,1,144,519,0,3,3,0,0,0
1834,221,1,0,6.0,1,144,624,0,1,1,0,1,0
1835,221,1,0,6.0,1,144,655,0,1,3,0,0,1
1836,221,1,0,6.0,1,144,894,0,1,2,1,0,2
1837,222,5,37,11.0,1,503,683,92,1,1,0,0,0
1838,222,5,37,11.0,1,503,799,41,3,3,1,0,0
1839,222,5,37,11.0,1,503,852,38,3,3,1,0,0
1840,223,8,38,4.0,1,714,197,93,2,1,1,0,0
1841,223,8,38,4.0,1,714,288,92,1,2,1,0,0
1842,223,8,38,4.0,1,714,395,38,1,3,0,0,0
1843,223,8,38,4.0,1,714,420,75,0,0,1,0,0
1844,223,8,38,4.0,1,714,432,120,1,3,0,0,0
1845,223,8,38,4.0,1,714,479,132,1,2,1,0,0
1846,223,8,38,4.0,1,714,488,199,1,3,1,1,1
1847,223,8,38,4.0,1,714,648,78,0,0,1,0,0
1848,223,8,38,4.0,1,714,811,100,2,1,1,0,0
1849,223,8,38,4.0,1,714,957,78,0,0,0,0,0
1850,224,4,2,5.0,1,260,46,2,1,3,0,0,0
1851,224,4,2,5.0,1,260,321,2,1,3,0,0,0
1852,224,4,2,5.0,1,260,399,1,1,1,1,1,0
1853,224,4,2,5.0,1,260,423,2,1,3,0,0,0
1854,224,4,2,5.0,1,260,440,1,2,1,1,0,0
1855,224,4,2,5.0,1,260,489,2,1,3,0,1,0
1856,224,4,2,5.0,1,260,702,2,1,1,0,1,0
1857,224,4,2,5.0,1,260,787,1,2,1,0,0,0
1858,224,4,2,5.0,1,260,987,0,1,3,1,0,0
1859,225,2,0,6.0,0,45,131,0,1,3,1,1,0
1860,225,2,0,6.0,0,45,258,0,1,3,0,0,1
1861,225,2,0,6.0,0,45,265,5,1,3,0,1,0
1862,225,2,0,6.0,0,45,370,3,3,3,0,0,0
1863,225,2,0,6.0,0,45,418,0,2,1,1,0,0
