index,order_requests,city_x,date,language,mobile,avatar_id,hotel_id,stock,group,brand,parking,pool,children_policy,price
841,105,7,38,7.0,0,602,292,130,3,3,0,0,0,183.7409746083302
842,105,7,38,7.0,0,602,446,37,0,0,1,0,0,123.86389892188507
843,105,7,38,7.0,0,602,494,135,1,3,0,0,0,169.12048730920253
844,105,7,38,7.0,0,602,703,93,3,2,1,0,0,188.3226104106528
845,105,7,38,7.0,0,602,962,77,0,0,0,0,0,174.62256320040746
846,106,8,4,11.0,0,333,395,0,1,3,0,0,0,364.4584321953909
847,106,8,4,11.0,0,333,488,4,1,3,1,1,1,500.0
848,106,8,4,11.0,0,333,811,0,2,1,1,0,0,348.1130007874342
849,107,3,1,6.0,0,103,0,1,3,3,1,0,1,343.45015224990914
850,107,3,1,6.0,0,103,17,0,1,3,0,0,0,318.8429736787618
851,107,3,1,6.0,0,103,56,1,3,3,1,1,0,392.22614404198725
852,107,3,1,6.0,0,103,71,1,1,3,1,1,1,388.13064363467413
853,107,3,1,6.0,0,103,162,1,1,3,1,1,0,479.4508265553776
854,107,3,1,6.0,0,103,323,1,1,2,1,1,0,491.0252123994927
855,107,3,1,6.0,0,103,415,0,2,1,1,0,0,351.46268531252616
856,107,3,1,6.0,0,103,421,0,2,1,0,0,0,308.38222134478855
857,107,3,1,6.0,0,103,526,1,1,3,0,0,0,363.5707778193202
858,107,3,1,6.0,0,103,540,1,1,3,1,1,0,392.38884778595144
859,107,3,1,6.0,0,103,582,1,3,3,0,1,0,421.6465908877755
860,107,3,1,6.0,0,103,827,0,3,3,1,0,0,390.146151042565
861,108,0,1,2.0,1,314,30,0,1,2,1,0,0,304.2127942501384
862,108,0,1,2.0,1,314,77,1,1,3,0,1,0,467.3752600665031
863,108,0,1,2.0,1,314,88,0,2,1,0,0,0,439.7938836547761
864,108,0,1,2.0,1,314,166,1,2,1,0,0,0,309.3605654757807
865,108,0,1,2.0,1,314,169,2,1,3,0,0,0,310.6149220032008
866,108,0,1,2.0,1,314,212,1,3,3,0,1,0,404.29326953624525
867,108,0,1,2.0,1,314,253,1,1,3,0,1,2,406.72283949935127
868,108,0,1,2.0,1,314,346,1,1,1,1,0,0,402.92721363364154
869,108,0,1,2.0,1,314,430,1,3,3,0,0,0,440.5102269383175
870,108,0,1,2.0,1,314,465,1,1,3,1,1,0,411.1526386252975
871,108,0,1,2.0,1,314,529,0,1,3,1,0,1,340.0851377730773
872,108,0,1,2.0,1,314,625,1,3,3,1,0,0,301.03403859927363
873,108,0,1,2.0,1,314,685,0,1,3,0,0,1,313.45349800290404
874,108,0,1,2.0,1,314,918,1,1,3,1,1,0,418.34365135631015
875,109,4,15,7.0,0,633,73,15,3,3,0,0,1,289.7278931758894
876,109,4,15,7.0,0,633,114,15,2,1,1,0,0,204.11943504819143
877,109,4,15,7.0,0,633,191,14,3,2,1,0,0,251.18939758194492
878,109,4,15,7.0,0,633,281,7,2,1,1,0,0,309.1788551963624
879,109,4,15,7.0,0,633,286,11,1,2,0,0,0,299.4196636724042
880,109,4,15,7.0,0,633,677,20,1,2,0,0,0,276.3466212936811
881,109,4,15,7.0,0,633,843,19,1,3,0,0,0,133.45656135398397
882,109,4,15,7.0,0,633,987,8,1,3,1,0,0,275.5280278740889
883,110,3,17,6.0,1,481,71,29,1,3,1,1,1,282.2080438534536
884,110,3,17,6.0,1,481,162,38,1,3,1,1,0,264.0945744813156
885,110,3,17,6.0,1,481,222,29,1,3,1,0,0,272.3353662868017
886,110,3,17,6.0,1,481,359,14,1,2,0,0,0,239.1964092662982
887,110,3,17,6.0,1,481,449,23,3,3,1,0,0,162.035395460647
888,110,3,17,6.0,1,481,579,9,1,3,0,0,0,289.53274153461547
889,110,3,17,6.0,1,481,731,12,2,1,1,0,0,315.4351790291454
890,110,3,17,6.0,1,481,827,2,3,3,1,0,0,401.0241090598682
891,110,3,17,6.0,1,481,837,32,1,3,1,1,0,255.36370155536488
892,110,3,17,6.0,1,481,853,17,1,1,1,0,0,263.3337344794577
893,110,3,17,6.0,1,481,866,26,1,3,1,1,0,288.4647795222836
894,111,7,36,10.0,1,726,68,86,1,2,1,0,1,249.10794955187635
895,111,7,36,10.0,1,726,231,35,0,0,1,0,0,212.43549437948212
896,111,7,36,10.0,1,726,278,34,0,0,0,0,0,141.64409598415727
897,111,7,36,10.0,1,726,292,113,3,3,0,0,0,157.33568432166615
898,111,7,36,10.0,1,726,446,32,0,0,1,0,0,240.32544832541782
899,111,7,36,10.0,1,726,494,118,1,3,0,0,0,109.1532164506382
900,111,7,36,10.0,1,726,703,78,3,2,1,0,0,198.43366544364505
901,111,7,36,10.0,1,726,962,70,0,0,0,0,0,130.33305938363196
902,112,1,5,6.0,0,153,122,8,1,3,0,1,1,321.43724114674086
903,112,1,5,6.0,0,153,124,7,1,3,0,0,0,343.92259313036493
904,112,1,5,6.0,0,153,319,9,1,2,1,0,0,299.55495340099515
905,112,1,5,6.0,0,153,350,7,1,2,1,1,0,362.32182740780746
906,112,1,5,6.0,0,153,385,5,1,3,0,0,0,232.00719295100404
907,112,1,5,6.0,0,153,514,5,1,3,0,0,0,337.312678301361
908,112,1,5,6.0,0,153,519,4,3,3,0,0,0,342.2742090570538
909,112,1,5,6.0,0,153,624,4,1,1,0,1,0,468.16273616527303
910,112,1,5,6.0,0,153,655,5,1,3,0,0,1,284.61108825235
911,112,1,5,6.0,0,153,894,5,1,2,1,0,2,340.95751638319695
912,113,0,2,10.0,1,316,30,0,1,2,1,0,0,392.46918418553776
913,113,0,2,10.0,1,316,77,2,1,3,0,1,0,458.8726639881737
914,113,0,2,10.0,1,316,88,0,2,1,0,0,0,345.23522338065237
915,113,0,2,10.0,1,316,166,2,2,1,0,0,0,343.95107628851696
916,113,0,2,10.0,1,316,169,2,1,3,0,0,0,360.39482548582697
917,113,0,2,10.0,1,316,212,1,3,3,0,1,0,399.33045615781793
918,113,0,2,10.0,1,316,253,2,1,3,0,1,2,357.6783192724736
919,113,0,2,10.0,1,316,346,1,1,1,1,0,0,379.70449964491536
920,113,0,2,10.0,1,316,430,3,3,3,0,0,0,373.6815874929886
921,113,0,2,10.0,1,316,465,2,1,3,1,1,0,358.674235029447
922,113,0,2,10.0,1,316,529,1,1,3,1,0,1,376.6484837073438
923,113,0,2,10.0,1,316,625,1,3,3,1,0,0,334.99395925304134
924,113,0,2,10.0,1,316,685,1,1,3,0,0,1,399.7523314462421
925,113,0,2,10.0,1,316,918,2,1,3,1,1,0,333.8406547608113
926,114,1,5,6.0,1,154,122,8,1,3,0,1,1,292.0539076364206
927,114,1,5,6.0,1,154,124,7,1,3,0,0,0,298.86059375322606
928,114,1,5,6.0,1,154,319,9,1,2,1,0,0,368.27620146171705
929,114,1,5,6.0,1,154,350,7,1,2,1,1,0,356.7124869463506
930,114,1,5,6.0,1,154,385,5,1,3,0,0,0,272.24002366534006
931,114,1,5,6.0,1,154,514,5,1,3,0,0,0,394.0578534720295
932,114,1,5,6.0,1,154,519,4,3,3,0,0,0,237.59930497918782
933,114,1,5,6.0,1,154,624,4,1,1,0,1,0,250.0597021689959
934,114,1,5,6.0,1,154,655,5,1,3,0,0,1,322.00072250266663
935,114,1,5,6.0,1,154,894,5,1,2,1,0,2,304.89728878236946
936,115,3,2,8.0,1,358,0,2,3,3,1,0,1,308.93835914346437
937,115,3,2,8.0,1,358,17,1,1,3,0,0,0,375.41782236496766
938,115,3,2,8.0,1,358,56,1,3,3,1,1,0,432.19003568855993
939,115,3,2,8.0,1,358,71,2,1,3,1,1,1,381.7960684631636
940,115,3,2,8.0,1,358,162,3,1,3,1,1,0,335.9847800664553
941,115,3,2,8.0,1,358,323,2,1,2,1,1,0,453.62286641400726
942,115,3,2,8.0,1,358,415,1,2,1,1,0,0,402.51005889793305
943,115,3,2,8.0,1,358,421,1,2,1,0,0,0,335.04120681103086
944,115,3,2,8.0,1,358,526,2,1,3,0,0,0,422.3318498023833
945,115,3,2,8.0,1,358,540,3,1,3,1,1,0,346.49576168369236
946,115,3,2,8.0,1,358,582,1,3,3,0,1,0,313.72374145376307
947,115,3,2,8.0,1,358,827,0,3,3,1,0,0,345.4045965059378
948,116,3,37,4.0,0,741,71,182,1,3,1,1,1,227.7206991822251
949,116,3,37,4.0,0,741,238,93,2,1,1,0,0,192.16697246613458
950,116,3,37,4.0,0,741,301,70,0,0,0,0,0,137.9381971071835
951,116,3,37,4.0,0,741,305,91,1,2,1,0,0,197.60276982571483
952,116,3,37,4.0,0,741,449,125,3,3,1,0,0,117.42302879047779
953,116,3,37,4.0,0,741,474,88,1,1,0,0,0,222.18823020366295
954,116,3,37,4.0,0,741,484,69,2,1,0,0,0,145.89244108037155
955,116,3,37,4.0,0,741,509,34,0,0,0,0,0,205.8647915794064
956,116,3,37,4.0,0,741,647,68,2,1,1,0,0,197.13626731888522
957,116,3,37,4.0,0,741,827,37,3,3,1,0,0,202.8376609576892
958,116,3,37,4.0,0,741,992,36,1,3,0,0,0,178.4883640116102
959,117,6,36,6.0,0,418,106,84,1,1,1,0,0,202.38542800086574
960,117,6,36,6.0,0,418,134,34,3,3,1,0,0,212.1361379933772
961,117,6,36,6.0,0,418,209,84,0,0,1,0,0,246.45762650662158
962,118,7,5,6.0,1,98,26,4,1,2,1,0,0,349.82605848507353
963,118,7,5,6.0,1,98,263,2,2,1,1,0,0,395.4501878794256
964,118,7,5,6.0,1,98,456,4,3,2,1,0,0,335.51321528563864
965,118,7,5,6.0,1,98,699,0,2,1,1,0,0,452.0058607724736
966,119,4,38,4.0,0,770,139,39,3,3,1,0,1,146.1803848970365
967,119,4,38,4.0,0,770,228,73,0,0,1,0,0,270.0470216455408
968,119,4,38,4.0,0,770,374,83,0,0,1,0,0,177.99210246778284
969,119,4,38,4.0,0,770,681,96,2,1,1,0,0,108.46124489409759
970,119,4,38,4.0,0,770,769,38,1,3,1,0,0,186.40522074553945
971,119,4,38,4.0,0,770,856,36,1,3,1,0,0,145.94741712625597
972,119,4,38,4.0,0,770,987,40,1,3,1,0,0,222.0321774494362
973,120,6,2,6.0,0,35,160,1,0,0,1,0,0,337.36880103488045
974,120,6,2,6.0,0,35,389,0,1,2,0,0,0,327.69082833926103
975,120,6,2,6.0,0,35,491,1,1,3,0,0,0,245.52296345272345
976,120,6,2,6.0,0,35,754,2,1,3,1,0,0,337.38468403754615
977,121,5,20,6.0,0,498,262,19,2,1,1,0,0,70.0
978,121,5,20,6.0,0,498,764,10,0,0,0,0,0,170.80485882571384
979,121,5,20,6.0,0,498,799,11,3,3,1,0,0,308.02073280721487
980,121,5,20,6.0,0,498,871,24,3,2,0,0,0,189.2900079325416
981,121,5,20,6.0,0,498,899,20,1,2,0,0,0,171.27287808924825
982,122,1,3,1.0,1,402,122,4,1,3,0,1,1,311.6511928435393
983,122,1,3,1.0,1,402,124,3,1,3,0,0,0,317.614432192901
984,122,1,3,1.0,1,402,319,5,1,2,1,0,0,329.8198730454716
985,122,1,3,1.0,1,402,350,3,1,2,1,1,0,342.0817655403729
986,122,1,3,1.0,1,402,385,3,1,3,0,0,0,395.1699150883575
987,122,1,3,1.0,1,402,514,3,1,3,0,0,0,363.86811452878356
988,122,1,3,1.0,1,402,519,2,3,3,0,0,0,318.9517913085168
989,122,1,3,1.0,1,402,624,2,1,1,0,1,0,381.34429194972654
990,122,1,3,1.0,1,402,655,3,1,3,0,0,1,330.41914039737765
991,122,1,3,1.0,1,402,894,3,1,2,1,0,2,247.91325657878548
992,123,0,17,4.0,0,691,22,14,3,2,1,0,0,227.64113087397016
993,123,0,17,4.0,0,691,30,17,1,2,1,0,0,175.90078760011008
994,123,0,17,4.0,0,691,140,10,2,1,0,0,0,199.91899950525422
995,123,0,17,4.0,0,691,169,12,1,3,0,0,0,215.94498535570224
996,123,0,17,4.0,0,691,410,14,1,2,0,0,0,299.88432634247613
997,123,0,17,4.0,0,691,441,24,3,3,0,0,0,182.0421430633505
998,123,0,17,4.0,0,691,455,17,3,2,0,0,0,151.44105051086015
999,123,0,17,4.0,0,691,529,33,1,3,1,0,1,208.62913906780793
1000,123,0,17,4.0,0,691,591,34,1,3,0,0,0,219.9677718293001
1001,123,0,17,4.0,0,691,658,16,1,2,1,0,0,266.23168414563844
1002,123,0,17,4.0,0,691,715,16,3,2,0,0,0,192.9815184960087
1003,124,1,2,10.0,0,399,122,2,1,3,0,1,1,347.6531611147213
1004,124,1,2,10.0,0,399,124,2,1,3,0,0,0,364.9111656806795
1005,124,1,2,10.0,0,399,319,3,1,2,1,0,0,369.6742692710875
1006,124,1,2,10.0,0,399,350,2,1,2,1,1,0,454.75966100138663
1007,124,1,2,10.0,0,399,385,2,1,3,0,0,0,361.7585900840985
1008,124,1,2,10.0,0,399,514,2,1,3,0,0,0,382.47763576596674
1009,124,1,2,10.0,0,399,519,1,3,3,0,0,0,313.2382394219716
1010,124,1,2,10.0,0,399,624,1,1,1,0,1,0,455.8697032817163
1011,124,1,2,10.0,0,399,655,2,1,3,0,0,1,339.87998023462
1012,124,1,2,10.0,0,399,894,2,1,2,1,0,2,463.76304363126326
1013,125,6,15,4.0,0,661,81,14,2,1,0,0,0,175.5406090955216
1014,125,6,15,4.0,0,661,282,14,3,2,0,0,0,296.79819015826246
1015,126,6,34,4.0,0,668,106,74,1,1,1,0,0,189.8955391731324
1016,126,6,34,4.0,0,668,134,29,3,3,1,0,0,147.42909981927758
1017,126,6,34,4.0,0,668,209,72,0,0,1,0,0,155.80570829728393
1018,127,4,21,4.0,1,765,73,33,3,3,0,0,1,133.982634590284
1019,127,4,21,4.0,1,765,114,24,2,1,1,0,0,201.20829732009582
1020,127,4,21,4.0,1,765,191,22,3,2,1,0,0,206.14177440177497
1021,127,4,21,4.0,1,765,281,16,2,1,1,0,0,191.31499980307106
1022,127,4,21,4.0,1,765,286,16,1,2,0,0,0,188.78227038695087
1023,127,4,21,4.0,1,765,677,39,1,2,0,0,0,257.11351793059316
1024,127,4,21,4.0,1,765,843,47,1,3,0,0,0,236.37715850503557
1025,127,4,21,4.0,1,765,987,14,1,3,1,0,0,261.8161834837016
1026,128,6,4,1.0,0,291,160,1,0,0,1,0,0,371.90017390841
1027,128,6,4,1.0,0,291,389,0,1,2,0,0,0,356.0015663359131
1028,128,6,4,1.0,0,291,491,3,1,3,0,0,0,350.67589863652086
1029,128,6,4,1.0,0,291,754,4,1,3,1,0,0,288.8603717400797
1030,129,0,39,6.0,0,575,83,100,3,2,0,0,0,137.13117312883276
1031,129,0,39,6.0,0,575,283,83,0,0,1,0,0,96.57079630612053
1032,129,0,39,6.0,0,575,482,41,1,3,1,0,0,199.96115613026396
1033,129,0,39,6.0,0,575,507,78,2,1,0,0,0,182.35979698513705
1034,129,0,39,6.0,0,575,674,78,1,2,0,0,0,125.8406768850313
1035,129,0,39,6.0,0,575,679,103,1,1,1,0,0,258.6993381645016
1036,129,0,39,6.0,0,575,788,101,0,0,1,0,0,118.71171684988295
1037,129,0,39,6.0,0,575,867,82,0,0,1,0,0,106.78125598950899
1038,130,1,3,6.0,0,149,122,4,1,3,0,1,1,371.2225909279986
1039,130,1,3,6.0,0,149,124,3,1,3,0,0,0,372.3549151306077
1040,130,1,3,6.0,0,149,319,5,1,2,1,0,0,414.1963845728934
1041,130,1,3,6.0,0,149,350,3,1,2,1,1,0,377.055786856553
1042,130,1,3,6.0,0,149,385,3,1,3,0,0,0,373.9340416715648
1043,130,1,3,6.0,0,149,514,3,1,3,0,0,0,318.07457652496464
1044,130,1,3,6.0,0,149,519,2,3,3,0,0,0,321.368635002959
1045,130,1,3,6.0,0,149,624,2,1,1,0,1,0,424.18299687433364
1046,130,1,3,6.0,0,149,655,3,1,3,0,0,1,352.616143920671
1047,130,1,3,6.0,0,149,894,3,1,2,1,0,2,271.1803921507875
1048,131,1,0,6.0,0,143,122,0,1,3,0,1,1,473.8270174862948
1049,131,1,0,6.0,0,143,124,0,1,3,0,0,0,419.0045677073726
1050,131,1,0,6.0,0,143,319,0,1,2,1,0,0,348.7218649245235
1051,131,1,0,6.0,0,143,350,0,1,2,1,1,0,449.7901766718704
1052,131,1,0,6.0,0,143,385,0,1,3,0,0,0,374.70150931413696
1053,131,1,0,6.0,0,143,514,0,1,3,0,0,0,363.03368829119535
1054,131,1,0,6.0,0,143,519,0,3,3,0,0,0,322.484742307729
1055,131,1,0,6.0,0,143,624,0,1,1,0,1,0,366.41883160309743
1056,131,1,0,6.0,0,143,655,0,1,3,0,0,1,348.72229645042773
1057,131,1,0,6.0,0,143,894,0,1,2,1,0,2,438.63645096296824
1058,132,2,3,1.0,1,304,131,4,1,3,1,1,0,417.18000772972164
1059,132,2,3,1.0,1,304,258,3,1,3,0,0,1,301.4692833956947
1060,132,2,3,1.0,1,304,265,8,1,3,0,1,0,358.58493553241726
1061,132,2,3,1.0,1,304,370,4,3,3,0,0,0,167.57286896849624
1062,132,2,3,1.0,1,304,418,0,2,1,1,0,0,437.43828501860514
1063,132,2,3,1.0,1,304,454,1,2,1,1,0,0,283.014311061095
1064,132,2,3,1.0,1,304,609,2,1,1,1,0,0,341.8779529298434
1065,132,2,3,1.0,1,304,673,3,3,3,0,0,0,264.0165052686928
1066,132,2,3,1.0,1,304,710,0,1,2,0,0,0,285.2659262139547
1067,132,2,3,1.0,1,304,836,2,3,3,1,0,0,418.04133936892595
1068,132,2,3,1.0,1,304,915,0,1,3,1,0,0,356.6149399344054
1069,133,1,2,4.0,1,400,122,2,1,3,0,1,1,397.3251940865358
1070,133,1,2,4.0,1,400,124,2,1,3,0,0,0,327.6539710560408
1071,133,1,2,4.0,1,400,319,3,1,2,1,0,0,373.85204136115607
1072,133,1,2,4.0,1,400,350,2,1,2,1,1,0,413.8410945530128
1073,133,1,2,4.0,1,400,385,2,1,3,0,0,0,265.8503887905715
1074,133,1,2,4.0,1,400,514,2,1,3,0,0,0,379.813340972357
1075,133,1,2,4.0,1,400,519,1,3,3,0,0,0,315.3121708419344
1076,133,1,2,4.0,1,400,624,1,1,1,0,1,0,312.1709050670124
1077,133,1,2,4.0,1,400,655,2,1,3,0,0,1,308.59424195170436
1078,133,1,2,4.0,1,400,894,2,1,2,1,0,2,435.03798953171554
1079,134,7,5,10.0,0,349,26,4,1,2,1,0,0,382.5110871056746
1080,134,7,5,10.0,0,349,263,2,2,1,1,0,0,342.567393279607
1081,134,7,5,10.0,0,349,456,4,3,2,1,0,0,322.53711478407854
1082,134,7,5,10.0,0,349,699,0,2,1,1,0,0,363.9182474391309
1083,135,3,21,5.0,0,737,71,45,1,3,1,1,1,333.83739917804206
1084,135,3,21,5.0,0,737,162,63,1,3,1,1,0,249.09677261157768
1085,135,3,21,5.0,0,737,222,50,1,3,1,0,0,201.50208235955347
1086,135,3,21,5.0,0,737,359,21,1,2,0,0,0,201.51417270159212
1087,135,3,21,5.0,0,737,449,32,3,3,1,0,0,191.93945795132566
1088,135,3,21,5.0,0,737,579,14,1,3,0,0,0,197.04789270896484
1089,135,3,21,5.0,0,737,731,22,2,1,1,0,0,170.1825075457511
1090,135,3,21,5.0,0,737,827,9,3,3,1,0,0,286.4199370292968
1091,135,3,21,5.0,0,737,837,57,1,3,1,1,0,228.1388881745079
1092,135,3,21,5.0,0,737,853,24,1,1,1,0,0,216.381477181849
1093,135,3,21,5.0,0,737,866,50,1,3,1,1,0,232.59729429036497
1094,136,3,2,7.0,0,231,0,2,3,3,1,0,1,396.632003860779
1095,136,3,2,7.0,0,231,17,1,1,3,0,0,0,335.9641709945709
1096,136,3,2,7.0,0,231,56,1,3,3,1,1,0,423.9317595158045
1097,136,3,2,7.0,0,231,71,2,1,3,1,1,1,310.0899657733946
1098,136,3,2,7.0,0,231,162,3,1,3,1,1,0,445.8163837351241
1099,136,3,2,7.0,0,231,323,2,1,2,1,1,0,427.32442379489964
1100,136,3,2,7.0,0,231,415,1,2,1,1,0,0,419.90050549298263
1101,136,3,2,7.0,0,231,421,1,2,1,0,0,0,195.18723109031555
1102,136,3,2,7.0,0,231,526,2,1,3,0,0,0,434.4187352390364
1103,136,3,2,7.0,0,231,540,3,1,3,1,1,0,393.02051859224133
1104,136,3,2,7.0,0,231,582,1,3,3,0,1,0,445.40914083687585
1105,136,3,2,7.0,0,231,827,0,3,3,1,0,0,328.0047036437235
1106,137,2,4,5.0,1,180,131,5,1,3,1,1,0,410.6386952531285
1107,137,2,4,5.0,1,180,258,4,1,3,0,0,1,257.3292218413172
1108,137,2,4,5.0,1,180,265,9,1,3,0,1,0,278.81155196520973
1109,137,2,4,5.0,1,180,370,5,3,3,0,0,0,395.7015676933393
1110,137,2,4,5.0,1,180,418,0,2,1,1,0,0,370.4658799618327
1111,137,2,4,5.0,1,180,454,2,2,1,1,0,0,370.87164365898616
1112,137,2,4,5.0,1,180,609,3,1,1,1,0,0,393.5033865344377
1113,137,2,4,5.0,1,180,673,4,3,3,0,0,0,334.78409439863026
1114,137,2,4,5.0,1,180,710,0,1,2,0,0,0,357.5209452571788
1115,137,2,4,5.0,1,180,836,3,3,3,1,0,0,368.24805012331126
1116,137,2,4,5.0,1,180,915,0,1,3,1,0,0,500.0
1117,138,2,1,11.0,0,47,131,1,1,3,1,1,0,417.1190601483207
1118,138,2,1,11.0,0,47,258,1,1,3,0,0,1,350.0549523357484
1119,138,2,1,11.0,0,47,265,6,1,3,0,1,0,392.5327198003806
1120,138,2,1,11.0,0,47,370,4,3,3,0,0,0,365.2762966478992
1121,138,2,1,11.0,0,47,418,0,2,1,1,0,0,439.351515278019
1122,138,2,1,11.0,0,47,454,0,2,1,1,0,0,411.93651110145925
1123,138,2,1,11.0,0,47,609,1,1,1,1,0,0,312.8497543634758
1124,138,2,1,11.0,0,47,673,1,3,3,0,0,0,421.6715766150548
1125,138,2,1,11.0,0,47,710,0,1,2,0,0,0,292.6827303490656
1126,138,2,1,11.0,0,47,836,1,3,3,1,0,0,385.13177326195165
1127,138,2,1,11.0,0,47,915,0,1,3,1,0,0,342.2862074990321
1128,139,0,38,4.0,0,700,30,80,1,2,1,0,0,176.79308267035037
1129,139,0,38,4.0,0,700,83,94,3,2,0,0,0,166.43812051517403
1130,139,0,38,4.0,0,700,169,43,1,3,0,0,0,166.06786077251365
1131,139,0,38,4.0,0,700,283,78,0,0,1,0,0,201.09603771176424
1132,139,0,38,4.0,0,700,482,38,1,3,1,0,0,260.68556345293234
1133,139,0,38,4.0,0,700,507,72,2,1,0,0,0,172.67671507569898
1134,139,0,38,4.0,0,700,674,73,1,2,0,0,0,137.79216823546756
1135,139,0,38,4.0,0,700,679,96,1,1,1,0,0,228.20435841441787
1136,139,0,38,4.0,0,700,788,94,0,0,1,0,0,239.47352444623203
1137,139,0,38,4.0,0,700,867,77,0,0,1,0,0,118.61960924315038
1138,140,8,19,3.0,1,707,161,40,2,1,1,0,0,209.8700034924929
1139,140,8,19,3.0,1,707,187,26,1,2,1,1,0,265.0586371155449
1140,140,8,19,3.0,1,707,279,9,0,0,1,0,0,275.1218248320004
1141,140,8,19,3.0,1,707,395,8,1,3,0,0,0,338.785340665581
1142,140,8,19,3.0,1,707,488,31,1,3,1,1,1,222.49722064837366
1143,140,8,19,3.0,1,707,811,38,2,1,1,0,0,186.2788226735771
1144,140,8,19,3.0,1,707,935,7,3,3,0,0,0,271.34640878580655
1145,140,8,19,3.0,1,707,954,22,1,1,1,0,0,180.7789523790734
1146,140,8,19,3.0,1,707,974,19,1,1,1,0,0,135.1862456552399
1147,141,2,3,5.0,1,178,131,4,1,3,1,1,0,317.9974558702853
1148,141,2,3,5.0,1,178,258,3,1,3,0,0,1,399.7252531612486
1149,141,2,3,5.0,1,178,265,8,1,3,0,1,0,277.6519325840836
1150,141,2,3,5.0,1,178,370,4,3,3,0,0,0,260.43038252718463
1151,141,2,3,5.0,1,178,418,0,2,1,1,0,0,272.33049431981425
1152,141,2,3,5.0,1,178,454,1,2,1,1,0,0,338.0519126155249
1153,141,2,3,5.0,1,178,609,2,1,1,1,0,0,293.8455103296251
1154,141,2,3,5.0,1,178,673,3,3,3,0,0,0,402.10075800681847
1155,141,2,3,5.0,1,178,710,0,1,2,0,0,0,400.4908544671317
1156,141,2,3,5.0,1,178,836,2,3,3,1,0,0,325.5924827411138
1157,141,2,3,5.0,1,178,915,0,1,3,1,0,0,492.62179026721543
1158,142,5,20,4.0,0,750,262,19,2,1,1,0,0,239.0882743495797
1159,142,5,20,4.0,0,750,764,10,0,0,0,0,0,233.75843082456888
1160,142,5,20,4.0,0,750,799,11,3,3,1,0,0,145.02971425632134
1161,142,5,20,4.0,0,750,871,24,3,2,0,0,0,264.5471286295371
1162,142,5,20,4.0,0,750,899,20,1,2,0,0,0,80.5213766618202
1163,143,8,5,1.0,0,335,395,0,1,3,0,0,0,267.7300626521554
1164,143,8,5,1.0,0,335,488,5,1,3,1,1,1,431.12852160048203
1165,143,8,5,1.0,0,335,811,0,2,1,1,0,0,500.0
1166,144,8,3,8.0,1,332,395,0,1,3,0,0,0,419.2136409255259
1167,144,8,3,8.0,1,332,488,3,1,3,1,1,1,428.19545600261796
1168,144,8,3,8.0,1,332,811,0,2,1,1,0,0,409.7377170832643
1169,145,2,5,8.0,0,307,131,6,1,3,1,1,0,412.6707779390154
1170,145,2,5,8.0,0,307,258,6,1,3,0,0,1,327.94642948933824
1171,145,2,5,8.0,0,307,265,10,1,3,0,1,0,314.0595711984688
1172,145,2,5,8.0,0,307,370,5,3,3,0,0,0,305.2100551975938
1173,145,2,5,8.0,0,307,418,0,2,1,1,0,0,376.8703436050239
1174,145,2,5,8.0,0,307,454,2,2,1,1,0,0,322.30177055666616
1175,145,2,5,8.0,0,307,609,4,1,1,1,0,0,325.96624615666127
1176,145,2,5,8.0,0,307,673,6,3,3,0,0,0,205.35215929023073
1177,145,2,5,8.0,0,307,710,0,1,2,0,0,0,345.0830186602625
1178,145,2,5,8.0,0,307,836,4,3,3,1,0,0,290.5704446424541
1179,145,2,5,8.0,0,307,915,0,1,3,1,0,0,324.8205341392115
1180,146,0,34,7.0,0,570,30,63,1,2,1,0,0,188.99470755767393
1181,146,0,34,7.0,0,570,83,70,3,2,0,0,0,219.60011431722995
1182,146,0,34,7.0,0,570,169,36,1,3,0,0,0,195.91583030011566
1183,146,0,34,7.0,0,570,283,59,0,0,1,0,0,101.47496981884115
1184,146,0,34,7.0,0,570,482,29,1,3,1,0,0,130.51859317148313
1185,146,0,34,7.0,0,570,507,50,2,1,0,0,0,197.0385593994108
1186,146,0,34,7.0,0,570,674,55,1,2,0,0,0,100.87563032308452
1187,146,0,34,7.0,0,570,679,73,1,1,1,0,0,168.76834250014878
1188,146,0,34,7.0,0,570,788,70,0,0,1,0,0,207.5026049512276
1189,146,0,34,7.0,0,570,867,60,0,0,1,0,0,131.58277725681825
1190,147,1,1,6.0,0,145,122,1,1,3,0,1,1,395.268775307298
1191,147,1,1,6.0,0,145,124,1,1,3,0,0,0,273.2987252540898
1192,147,1,1,6.0,0,145,319,1,1,2,1,0,0,339.9316178024393
1193,147,1,1,6.0,0,145,350,1,1,2,1,1,0,435.98909670712686
1194,147,1,1,6.0,0,145,385,1,1,3,0,0,0,260.3503133234165
1195,147,1,1,6.0,0,145,514,1,1,3,0,0,0,362.02373689801993
1196,147,1,1,6.0,0,145,519,1,3,3,0,0,0,339.01811005366596
1197,147,1,1,6.0,0,145,624,1,1,1,0,1,0,417.6244977208574
1198,147,1,1,6.0,0,145,655,1,1,3,0,0,1,351.1957067032331
1199,147,1,1,6.0,0,145,894,1,1,2,1,0,2,438.2070214986922
1200,148,7,34,7.0,0,598,68,76,1,2,1,0,1,186.26122513239537
1201,148,7,34,7.0,0,598,231,30,0,0,1,0,0,158.52972294373734
1202,148,7,34,7.0,0,598,278,30,0,0,0,0,0,156.1148751516142
